id,name,location,description,slug,sponsored,website,global_rank,financials,student_loan_available,campus_student_life,number_of_students,student_to_faculty_ratio,international_student_ratio,housing_availability,admissions_contact,admissions_phone,contact_person,admissions_page_link,immigration_support,university_campuses
507,"Loyola College of Social Sciences, India",356,"Loyola College of Social Sciences is a prestigious Jesuit institution affiliated to the University of Kerala, dedicated to transforming lives through postgraduate education in the social sciences. Located in the heart of Thiruvananthapuram, it carries the Jesuit tradition of academic rigour, social justice, and holistic formation.",loyola-college-social-sciences-thiruvananthapuram,0,http://www.loyolacollegekerala.edu.in,,INR 10k-30k ($120-360),0,"Loyola College's well-appointed campus offers a rich library, thoughtfully designed seminar halls, comfortable hostel facilities, and sports amenities — fostering a tight-knit intellectual community that inspires critical thinking and compassionate leadership.",400,15,0,1,,,,http://www.loyolacollegekerala.edu.in,0,1
506,"Mannaniya College Pangode, India",356,"Mannaniya College Pangode is a progressive arts and science institution affiliated to the University of Kerala, managed with dedication by the Muslim Educational Society. Situated in Pangode, Thiruvananthapuram, the college offers BA, B.Sc., and B.Com programmes designed to nurture intellectual growth and career readiness.",mannaniya-college-pangode,0,https://www.mannaniyacollege.ac.in,,INR 5k-15k ($60-180),0,"Mannaniya College's inviting campus features modern library facilities, fully equipped labs, vibrant sports grounds, and a friendly canteen atmosphere — creating a holistic environment where students grow academically, physically, and socially.",600,20,0,0,,,,https://www.mannaniyacollege.ac.in,0,1
505,"Iqbal College Peringamala, India",356,"Iqbal College Peringamala is a celebrated minority arts, science and commerce institution affiliated to the University of Kerala, founded in 1964 with a proud legacy of empowering students from the Muslim community. Nestled in the scenic hills of Peringammala, Thiruvananthapuram, it offers BA, B.Sc., B.Com, MA, and M.Com programmes that blend academic excellence with cultural identity.",iqbal-college-peringamala,0,https://www.iqbalcollege.edu.in,,INR 5k-20k ($60-240),0,"Iqbal College's vibrant campus is home to modern science labs, a rich library, active NSS and NCC wings, a dedicated Women's Study Cell, and a lively canteen — fostering a community where learning thrives alongside leadership and social responsibility.",800,20,0,0,iqbalcollege@rediffmail.com,+914722845537,,https://www.iqbalcollege.edu.in,0,1
504,"VTM NSS College, India",356,"VTM NSS College is a distinguished government-aided arts and science institution affiliated to the University of Kerala, proudly established in 1964 by the Nair Service Society. Nestled in the serene locale of Dhanuvachapuram, Neyyattinkara, it offers a rich bouquet of programmes including BA, B.Sc., B.Com, MA, and M.Com — shaping well-rounded graduates for over six decades.",vtm-nss-college-dhanuvachapuram,0,https://vtmnsscollege.ac.in,,INR 5k-15k ($60-180),0,"Spread across a lush 19-acre campus, VTM NSS College boasts a well-stocked library, fully equipped science labs, open playgrounds, vibrant NSS and NCC units, a bustling canteen, and seamless Wi-Fi connectivity — making every day on campus an enriching experience.",1783,24,0,0,vtmnsscollege@yahoo.in,+914712232240,,https://vtmnsscollege.ac.in/contact/,0,1
244,Fathima Memorial Training College,356,"Fathima Memorial Training College, India. A teacher training institution offering education programs with a focus on academic excellence and community development.",fathima-memorial-training-college,0,https://fmtcpallimukku.ac.in/,,INR 50000 ($600 approx),1,"Active campus life with academic activities, cultural events, and student engagement programs.",0,15:1,0,1,Admissions Office,,Admissions Officer,https://fmtcpallimukku.ac.in/,Basic support for documentation and student guidance.,Single campus in India
241,Mudra Institute of Communications (MICA),356,"Mudra Institute of Communications (MICA), India. Premier institute specializing in strategic marketing, communication, and management education with strong industry integration.",mica,0,https://www.mica.ac.in/,,"INR 21,00,000 ($25,000 approx)",1,"Vibrant campus life with clubs, cultural festivals, industry events, and collaborative learning environment.",700,10:1,10,1,admissions@mica.ac.in,+917927410000,Admissions Office,https://www.mica.ac.in/admissions,Yes,Ahmedabad
237,"Nirma University, India",366,"Nirma University, India is a private, multidisciplinary university in Ahmedabad, Gujarat, known for its strong emphasis on research, innovation, and professional education across engineering, management, law, pharmacy, architecture and other disciplines.",nirma-university-india,0,https://nirmauni.ac.in/,,Indian Rupee (INR) ($USD in brackets),0,"115-acre green campus on the Sarkhej-Gandhinagar Highway with modern classrooms, laboratories, central library, hostels, sports and cultural facilities supporting vibrant student life.",5000,NA,5,1,"Admissions Office, Nirma University",9.17972E+11,Admissions Office,https://nirmauni.ac.in/admission/,Support for international students via international office and assistance with Indian visa and registration processes.,"Single integrated campus on Sarkhej–Gandhinagar Highway, Ahmedabad, Gujarat, India."
235,"CEPT University, India",366,"CEPT University, India is a premier institution in Ahmedabad, Gujarat focusing on architecture, design, planning, technology and management with an emphasis on built environment and human habitats.",cept-university-india,0,https://cept.ac.in/,,Indian Rupee (INR) ($USD in brackets),0,"Urban campus at Kasturbhai Lalbhai Campus with studios, design labs, libraries and active student communities engaged in design and planning projects.",1944,NA,5,0,"Admissions Office, CEPT University",9.17968E+11,Admissions Office,https://admissions.cept.ac.in/,Support for international students in line with Indian student visa and registration requirements.,"Single main campus at Kasturbhai Lalbhai Campus, University Road, Navrangpura, Ahmedabad, Gujarat, India."
232,"Ahmedabad University, India",366,"Ahmedabad University, India is a private, non-profit research university in Ahmedabad, Gujarat, offering interdisciplinary liberal education and research-focused programmes.",ahmedabad-university-india,0,https://ahduni.edu.in/,,Indian Rupee (INR) (~$USD in brackets),0,"Vibrant urban campus in Navrangpura with modern facilities, research centres, and active student clubs and activities.",3918,NA,5,0,"Admissions Office, Ahmedabad University",9.17962E+11,Admissions Office,https://ahduni.edu.in/admission/,Support for international students aligned with Indian visa regulations.,"Single urban campus in Navrangpura, Ahmedabad, Gujarat, India."
230,"SN College Varkala, India",356,"Government-aided arts and science college affiliated to University of Kerala, established 1964. Offers UG (BA, B.Sc, B.Com) and PG (MA Economics, M.Sc Physics) programs. Located in Sreenivasapuram, Sivagiri, Varkala.",sn-college-varkala,1,https://www.sncsivagirivarkala.com,,INR 3k-90k ($36-1080),1,"Women's hostel (UGC-sponsored), playgrounds, auditorium, labs, library (48k+ books), Wi-Fi, NSS, NCC, clubs, sports, arts.",1500,10,0,1,sncvpr@gmail.com,+914702602362,Dr. Sheeba S,https://admissions.keralauniversity.ac.in/fyugpHome.php,0,1
227,"Sanjo College of Management,IDUKKI,India",669,"Sanjo College of Management and Advanced Studies (SCMAS), located in the scenic heights of Mullakkanam, Rajakkad, is a premier self-financing institution affiliated with Mahatma Gandhi University, Kottayam. Established in 2011 and managed by the St. Joseph’s Province of the CST Fathers, the college serves as a vital educational hub in the Idukki district, offering a diverse range of undergraduate and postgraduate programs in Commerce, Management, Arts, and Social Work. The campus is distinguished by its commitment to sustainability—recently recognized as an Eco District SDG Champion—and features modern infrastructure including a tech-enabled library and dedicated research cells. Beyond the classroom, Sanjo College emphasizes holistic development through robust placement services, community outreach via its MSW department, and a vibrant culture of seminars and workshops designed to bridge the gap between rural education and global industry standards.",Sjom,0,https://www.sanjocollege.edu.in/,,"B.A. English / B.Com Finance	₹10,000 – ₹11,000	₹2,500 – ₹3,500
BBA / BSW	                        ₹11,000 – ₹12,500	₹3,000 – ₹4,000
BCA / B.Com Comp. App.	₹18,000 – ₹20,000	₹3,500 – ₹5,000
MSW / M.Com / M.A.	        ₹19,000 – ₹22,000	₹4,000 – ₹6,000",1,"Student life at Sanjo College (SCMAS) is characterized by a balance of strict academic discipline and active community engagement within a serene, high-range setting. The campus atmosphere is described as peaceful and ""homely,"" with a strong emphasis on moral character and social responsibility. Students are heavily involved in the National Service Scheme (NSS) and specialized clubs like the Red Ribbon Club and Quiz Club, which host regular awareness rallies, medical camps, and inter-collegiate competitions. Annual highlights include the ""Euphoria"" cultural fest and the ""Jwaala"" sports meet, featuring tournaments in volleyball, badminton, and cricket. While the college maintains a professional environment with strict regulations on attendance and conduct, it fosters a close-knit community through small class sizes and a dedicated mentoring system, ensuring that students from the rural Idukki region develop both leadership skills and global competitiveness.",450,1:15,,1,admission@sanjocollege.edu.in,+91 85474 89448,Sr. Shanty Joseph,http://admission.sanjocollege.edu.in/,Does not provide formal immigration or visa sponsorship services for international students,
226,"AJ College of Science & Tech, India",356,"Self-financing college affiliated to University of Kerala, established 1995 by Abdul Razak Memorial Charitable Trust. Offers B.Sc (CS, Electronics), B.Com CA, B.A English, M.Sc (Physics), M.Com. Located on NH bypass, Thonnakkal, Thiruvananthapuram.",aj-college-of-science-tech,0,https://ajcollege.in,,INR 54k-75k ($650-900),1,"Labs, library, Wi-Fi, sports, clubs, auditorium.",400,10,0,1,ajcollegeprincipal@gmail.com,+914712618106,,https://ajcollege.in/contact/,0,1
224,"CHMM College Varkala, India",356,"Self-financing college for advanced studies affiliated to University of Kerala, established 1995 by Muslim Educational Trust for Coastal Areas (METCA). Offers BCA, BBA, B.Com, B.A., B.Sc., MCA. 25-acre campus near NH47, Chavarcode, Palayamkunnu.",chmm-college-varkala,0,https://chmmcollege.edu.in,,INR 54k-1.13L ($650-1360),1,"25-acre campus, playgrounds, recreational facilities, labs, library.",600,12,0,0,chmmcollege@gmail.com,+917025176777,,https://chmmcollege.edu.in,0,1
222,"Emmanuel College Vazhichal, India",356,"Self-financing arts and science college affiliated to University of Kerala, established 1995. Offers B.A., B.Sc., B.Com, M.A., M.Sc., M.Com programs. NAAC accredited. Located in Vazhichal, Kudappanamoodu PO, Thiruvananthapuram.",emmanuel-college-vazhichal,0,https://www.emmanuelcollege.ac.in,,INR 54k-90k ($650-1080),1,"Boys/girls hostels (80 beds), auditorium, labs, library, sports, clubs.",500,5,0,1,emmanuelcollegetvm@gmail.com,+914712248416,Prof. Rajan C.,https://www.emmanuelcollege.ac.in/course_information,0,1
220,"National College Manacaud, India",356,"Self-financing arts and science college affiliated to University of Kerala since 1995. Offers UG (B.Sc, B.Com, BCA, BBA, B.A, BSW) and PG (M.Sc, M.Com, M.A) programs. Located in National Nagar, Kallattumukku, Manacaud, Thiruvananthapuram.",national-college-manacaud,0,https://ncas.edu.in,,INR 54k ($650),1,"Auditorium, cafeteria, labs, library, Wi-Fi, sports complex, gym, medical facilities.",1400,14,0,1,nc@mhtrust.com,+914712464221,Dr. SA Shajahan,https://ncas.edu.in,0,1
218,"Christ Nagar College, India",356,"Self-financing arts and science college affiliated to University of Kerala. Offers B.A., B.Sc., B.Com programs. Established 2012 by CMI Fathers in Maranalloor, Koovalassery, Trivandrum.",christ-nagar-college,0,https://cnc.ac.in,,INR 70k ($840),1,"Arts/sports clubs, library, NSS, department associations, recreational facilities.",800,20,0,0,christnagarcollege@cnc.ac.in,+914712298844,,https://cnc.ac.in/,0,1
216,"Marian Engineering College, India",356,"Private self-financing engineering college affiliated to APJ Abdul Kalam Technological University (KTU), AICTE approved, NBA accredited departments. Offers B.Tech (CE, CSE, AI&ML, ECE, EEE, ME), M.Tech (Geo-technical, Thermal), MBA. Located near Kazhakuttom, Trivandrum.",marian-engineering-college,0,https://www.marian.ac.in,,INR 3L ($3600),1,"Boys and girls hostels (150+ beds each), library (48777 books), labs, Wi-Fi, gym, cafeteria, sports, NSS, arts club.",1840,13,0,1,mail@marian.ac.in,+914712707111,,https://www.marian.ac.in/pages/admission,0,1
214,"Lourdes Matha College of Science and Technology, India",356,"Private engineering college affiliated to APJ Abdul Kalam Technological University (KTU), NAAC accredited, AICTE approved. Offers B.Tech (CE, CSE, AI, EEE, ECE, ME), M.Tech, MCA, MBA, PhD. Located in Lourdes Hills, Kuttichal, Thiruvananthapuram.",lourdes-matha-college-of-science-and-technology,0,https://lmcst.ac.in,,INR 1L ($1200),1,"Boys (St. Thomas) and girls (Assisi) hostels, ICT classrooms, library, computing facility, biometric attendance, chapel, gym.",940,10,0,1,principal@lmcst.ac.in,+919747717666,Dr. Beshiba Wilson,https://lmcst.ac.in/,0,1
212,"Mar Baselios College of Engineering, India",356,"Private engineering college in Nalanchira, Thiruvananthapuram, Kerala. Offers NBA-accredited B.Tech in CE, CSE, ECE, EEE, ME and M.Tech programs. NAAC A grade (CGPA 3.13), part of Mar Ivanios Vidyanagar campus.",mar-baselios-college-of-engineering,0,https://mbcet.ac.in,,INR ($USD in brackets),1,"Boys/girls hostels (350/250 beds), gym, Wi-Fi, labs, cafeteria, auditorium, shuttle, medical facilities.",2050,15,0,1,principal@mbcet.ac.in,+914712545866,,https://mbcet.ac.in/admissions/b-tech/,0,1
210,"LBS Institute of Tech for Women, India",356,"Government engineering college for women in Poojappura, Thiruvananthapuram, Kerala. Offers B.Tech and M.Tech programs. Ranked 1st in KTU pass percentage.",lbs-institute-of-tech-for-women,0,https://lbt.ac.in/,,INR (USD in brackets),0,"Hostels, gym, Wi-Fi, labs, student union events.",750,15,0,1,principal@lbt.ac.in,+914712349232,,https://lbt.ac.in/,0,1
208,"TKM College of Engineering,Kollam",668,"TKM College of Engineering, located in Karicode, Kollam, Kerala, is one of the oldest and most reputed engineering institutions in the state, established in 1958. The college is a government-aided autonomous institution affiliated with APJ Abdul Kalam Technological University and approved by AICTE, with NAAC ‘A’ grade accreditation. It offers a wide range of undergraduate, postgraduate, and doctoral programs in engineering, architecture, and computer applications. Known for its strong academic foundation, experienced faculty, modern infrastructure, and active placement cell, TKMCE has consistently produced skilled engineers and professionals. The campus provides excellent facilities including well-equipped laboratories, libraries, hostels, and research centers, fostering innovation and holistic student development.",tkmce,0,https://www.tkmce.ac.in/,5427,"B.Tech (Merit): ~₹8,500 – ₹10,000

B.Tech (Management): ~₹65,000 – ₹1,00,000 (Varies by branch)

M.Tech: ~₹16,000 – ₹32,000 (Self-financing streams are higher)

MCA: ~₹12,000 – ₹15,000",1,"Student life at TKMCE in 2026 is a high-octane blend of ""Mysore-style"" architectural grandeur and a legendary, student-driven culture. Life here revolves around Hestia, South India's largest techno-cultural fest, where the campus transforms into a hub of international ""Pro-Nites"" and intense technical competitions like Conjura and Celestra. Beyond the fests, daily life is anchored by a mandatory multi-club system (students typically join 2–4 clubs), ranging from the high-tech C-Rob (Robotics) and SAE India to the creative Music, Dance, and Film clubs. While the urban 25-acre campus is cozy and sometimes congested, it fosters a tight-knit community where students bond at the ""Front Square"" or local ""thattukadas"" in Karicode. Despite a rigorous academic schedule and early-year hostel curfews, the absence of a rigid uniform and a thriving, ragging-free atmosphere make TKMCE one of the most vibrant and socially active engineering destinations in Kerala.",,20:1,,1,aa@tkmce.ac.in,+91 474-2712024,Mrs. Bindu Shafi,https://tkmce.ac.in/,"For international students or those under the NRI/Foreign National quota at TKM College of Engineering (TKMCE), immigration and stay-related compliance are managed through the Office of International Collaboration and the Dean of Student Affairs.

For matters involving Visa processing, Bonafide Certificates, and Foreign Regional Registration Office (FRRO) documentation",
207,"Sree Swathi Thirunal Music College, India",633,"Sree Swathi Thirunal Music College, India is a premier institution situated in Thiruvananthapuram, Kerala. Founded in 1939 by the last reigning King of Travancore, Sree Chithira Thirunal Balarama Varma, it is affiliated with the University of Kerala. The college specializes in Carnatic music and performing arts, offering undergraduate (BPA) and postgraduate (MPA) programs. Named after the great composer Maharaja Swathi Thirunal, the college preserves the rich heritage of classical music in India, having nurtured legendary artists like K.J. Yesudas. It is recognized for its academic excellence in the realm of fine arts and cultural education.",sree-swathi-thirunal-music-college-india,0,https://sstcmtvpm.ac.in/,,"Annual Tuition: ₹75,000 ($895)",1,"Sree Swathi Thirunal Music College, India provides a unique and culturally immersive campus environment across its 5.6-acre grounds in the heart of Thiruvananthapuram. The campus resonance is filled with the practice of classical music, creating a tranquil atmosphere for artistic growth. Facilities include a library with over 9,000 music-related volumes, a recording studio, and a memory auditorium. International students and visitors can experience the vibrant student union activities and various residential programs. The institution fosters a deep sense of discipline and dedication to the traditional arts, making it a sanctuary for classical music and dance enthusiasts.",265,9:1,1,1,sstgmc@gmail.com,+914712323027,Prof. Veena V. R.,https://sstcmtvpm.ac.in/?page_id=56,The institution provides necessary documentation support for international students and researchers interested in the classical arts. The administrative office assists with Bonafide Certificates and coordination with local authorities for visas and FRRO registration for academic visits. The college also facilitates information regarding equivalency of qualifications through the University of Kerala.,"Main Campus, Thiruvananthapuram"
204,"St. Gregorios College, Kollam",654,"St. Gregorios College, Kottarakkara is a private aided arts and science college in Kollam, Kerala, established in 1964 and affiliated with the University of Kerala, offering undergraduate and postgraduate programs in arts, science, and commerce.",stgregos,0,https://www.gregorioscollege.org/,,"Annual Fees

(May vary by course / department)

BA & B.Com: ~₹54,000 total.

B.Sc: ~₹67,500 total.

M.Sc: ~₹75,000 – ₹90,000 total.

M.Com: ~₹75,000 total.",0,"St. Gregorios College, Kottarakkara has an active campus life with cultural clubs, academic societies, NSS activities, sports facilities, events, and supportive student services. The environment promotes overall development through extracurriculars and community engagement.

*Small to medium‑sized classrooms support close interaction between students and faculty.
*Focus on discussion, project work, and group activities in various courses.
*Regular seminars, workshops, and guest talks help broaden professional awareness.",,21:1,,1,gregorioscolle@yahoo.co.in,+91 474 2651972,,https://gregorioscollege.org/admissions/,,
203,"Christian College, Kattakada, India",676,"Christian College, Kattakada, India is a prestigious institution of higher learning located in Thiruvananthapuram, Kerala. Established in 1965 by the South Kerala Diocese of the Church of South India (CSI), it is affiliated with the University of Kerala and accredited by NAAC. The college offers a variety of undergraduate and postgraduate programs in Arts and Sciences, focusing on academic rigor and social commitment. For international students, the college provides a robust academic foundation and a multicultural environment, ensuring a holistic education that prepares them for global opportunities while maintaining strong ethical values.",christian-college-kattakada-india,0,https://www.christiancollegektda.org/,,"Annual Tuition: ₹1,40,000 ($1,670)",1,"Christian College, Kattakada, India, provides a dynamic campus life on its expansive and verdant grounds. Students from around the world can benefit from modern infrastructure including high-tech science labs, digital libraries, and smart classrooms. The campus culture is enriched by various student-led clubs, National Service Scheme (NSS), and National Cadet Corps (NCC) units, promoting leadership and community engagement. The safe and supportive environment, combined with the scenic beauty of the Kattakada region, offers a perfect setting for international students to excel academically and socially in a inclusive community.",1800,22:1,1,1,christiancollege@gmail.com,+914712290342,Dr. G.J. Shyju,https://www.christiancollegektda.org/admission,"The institution provides assistance for international students regarding Student Visa (S-1) requirements, issuance of Bonafide Certificates, and guidance on local administrative compliance and registration.","Main Campus, Kattakada"
201,"St. Xavier's College, India",633,"St. Xavier's College, India is a premier Jesuit institution established in 1964 in Thiruvananthapuram, Kerala. Affiliated with the University of Kerala and accredited with an 'A' grade by NAAC, the college offers a range of undergraduate and postgraduate programs in Arts, Science, and Commerce. It is renowned for its academic excellence, social commitment, and holistic approach to education. The campus provides a culturally rich environment with a strong emphasis on discipline and moral values, making it an ideal destination for students seeking quality education in India.",st-xaviers-college-india,0,https://stxaviersthumba.ac.in/,,"Annual Tuition: ₹1,50,000 ($1,785)",1,"St. Xavier's College, India offers an enriching campus experience on its 110-acre site near the Thumba coastline. The college features modern infrastructure including smart classrooms, advanced science labs, and a multi-disciplinary library. Students engage in various clubs, cultural fests, and sports, promoting holistic growth in a safe and supportive Jesuit environment. The serene coastal setting and proximity to major research centers provide a unique backdrop for academic and personal development.",1250,25:1,2,1,principalthumba@yahoo.com,+914712705254,Dr. Nisha Rani,https://stxaviersthumba.ac.in/admissions/,The college provides support for Student Visa (S-1) documentation and assistance with mandatory FRRO registration for international students.,Thumba Campus
198,Rajagiri College of Social Sciences - Kochi,,"Rajagiri College of Social Sciences (Autonomous), established in 1955, is one of India's premier higher education institutions. Managed by the Carmelites of Mary Immaculate (CMI) congregation, it has grown from a pioneer in social work education into a multidisciplinary powerhouse with a reputation for academic rigor and holistic development.",RCSS,0,https://rajagiri.edu/,,"Undergraduate - B.Com / BBA / BSW (Hons)	₹54,000 – ₹60,000
                            B.Sc. Psychology (Hons)	- ₹67,500 – ₹71,000
Postgraduate -    MSW (Aided)	- ₹6,000 – ₹8,000
                            MBA (MGU Affiliated) -	₹6.00 Lakh – ₹7.00 Lakh*
                            MCA / M.Sc. Psychology	- ₹1.00 Lakh – ₹1.85 Lakh
Professional   -    PGDM (Rajagiri Business School) - ₹7.50 Lakh – ₹8.00 Lakh*",1,"Campus life at Rajagiri is a unique blend of professional discipline and vibrant student-led activity, defined by a ""Gurukula"" philosophy that balances rigorous academics with holistic development. The student experience is anchored by major national-level fests like Infloré (Management) and Splendore (Cultural), alongside specialized events such as Euphoria for Computer Science and the prestigious Rajagiri National Business Quiz (NBQ). Outside the classroom, students frequent social hubs like the panoramic rooftop Café Skypiéa or the ""Amigos"" hangout zone, while staying active through diverse clubs like Rotaract, ENCON, and the Rajagiri Business League basketball tournament.",,10:1.,2,1,admission@rajagiri.edu,+91 484 2660601,,https://rajagiri.edu/admissions,Rajagiri College of Social Sciences (RCSS) provides dedicated support to international students through its Office of International Relations.,
197,Mar Ivanios College - Thiruvananthapuram,635,"Mar Ivanios College, established in 1949, is a premier educational institution in Kerala, India. It was the first institution in the University of Kerala to receive autonomous status. Accredited by NAAC with an 'A++' grade, the college is recognized as a 'College with Potential for Excellence' by the UGC. It offers a diverse range of undergraduate, postgraduate, and doctoral programs in Arts, Science, and Commerce, focusing on academic rigor, character building, and social commitment.",mgarivanious,0,https://marivanioscollege.com/Welcome/Index,,"Government-Aided Courses: ₹5,000 – ₹10,000 ($60 – $120) per year.

Self-Financing Courses (B.Com/BCA/BBA): ₹30,000 – ₹60,000 ($360 – $720) per year.

Master's Programs: ₹10,000 – ₹80,000 ($120 – $960) depending on the stream.

Fees are lower compared to private institutions due to government subsidies.",0,"Mar Ivanios College fosters a vibrant student life through its 40-acre lush green ""Vidya Nagar"" campus. The institution operates on a value-based educational model with active student councils and numerous clubs like NCC, NSS, and Fine Arts Society. The campus is equipped with smart classrooms, advanced science labs, a multi-story library, and high-quality sports infrastructure (including a stadium). It is famous for its ""Ivanios Fest"" and cultural dominance in university youth festivals.",3000,18:1,2,1,admission@mic.ac.in,+91 471 2531053,Dr. Jijimon K Thomas,https://marivanioscollege.com/Welcome/Admissions_UG,"As an autonomous college under the University of Kerala, the International Admission Cell facilitates Bonafide Certificates and supporting documents for foreign nationals. They assist in Foreigners Regional Registration Office (FRRO) registration for international students seeking long-term study visas.",
196,Saint Martin's Institute,633,"Established in 1985, Saint Martin’s Institute of Higher Education is a leading private tertiary institution in Malta, renowned for its commitment to academic excellence and student-centered learning. Licensed by the Malta Further & Higher Education Authority (MFHEA), the institute provides a high-quality alternative to the national university, offering a range of ""home-grown"" and internationally recognized qualifications.",smartens,1,https://www.stmartins.edu/#about,,"Postgraduate Programs (MBA / MSc)

Annual Tuition Fee: €9,500 – €12,000 ($10,250 – $13,000)

Estimated Semester Fee: €4,750 – €6,000 ($5,125 – $6,500) — 2 semesters (for a 1-year program) or 4 semesters (for a 2-year program).

Undergraduate Programs (BSc)

Annual Tuition Fee: €6,696 – €8,200 ($7,230 – $8,850)

Estimated Semester Fee: €3,348 – €4,100 ($3,615 – $4,425) — 6 semesters",1,"Saint Martin’s Institute fosters a vibrant, student-centered community through a ""Not Just a Number"" philosophy, ensuring a highly personalized and immersive educational experience. Located in the heart of Hamrun, the campus serves as a modern academic hub where students engage in a hands-on learning environment. Unlike massive, impersonal universities, SMI operates as a close-knit community where students have direct access to faculty and are encouraged to take an active role in campus life. The institution provides high-tech smart classrooms, specialized computing and AI labs, and dedicated study zones, creating a seamless blend between rigorous academic training and professional development.",600,12:1,45,1,infodesk@stmartins.edu,+356 2123 5451,Mr. Charles Theuma,https://www.stmartins.edu/appform/,"Saint Martin’s Institute provides comprehensive immigration assistance through its International Admissions Advisory Board (SAAB), specifically designed for a diverse student body representing over 20 nations. The institution facilitates the issuance of official Letters of Acceptance and Visa Support Documentation required for the National Type D (Long-stay) Student Visa process.",
195,LEAD College,623,"LEAD College of Management (Autonomous) is a premier residential business school specializing in leadership and entrepreneurship. As a pioneer in experiential management education in India, LEAD has redefined the traditional MBA by blending academic rigor with a ""Learning by Doing"" philosophy. Located at the serene foothills of Dhoni, Palakkad, the institution provides an immersive environment designed to transform ambitious students into socially committed corporate leaders.",LEADCollege,1,https://lead.ac.in,,"Master (MBA) fee: ₹1,80,000 / semester ($1,950 / semester) — 4 semesters

Master (MCA) fee: ₹1,35,000 / semester ($1,460 / semester) — 4 semesters

The MBA fee is a comprehensive package. It includes tuition, air-conditioned accommodation, all meals, uniforms, laptops, textbooks, and international training modules.",1,"LEAD’s campus fosters a vibrant student life through an immersive 24/7 residential model, active community involvement, and student-led governance. Unlike traditional institutions, LEAD operates as a ""living laboratory"" where students manage the college's daily operations through the LEAD Operating Team (LOT), gaining direct experience in administration, event management, and corporate relations. The institution provides modern, fully-equipped residential facilities, high-tech smart classrooms, and extensive libraries, ensuring a seamless blend of academic and personal life.",1000,1:15,5,1,info@lead.ac.in,+91 88289 12891,Mr. Sinoj Bhaskaran,https://lead.ac.in/admission/,"LEAD College provides comprehensive immigration assistance through its International Admission Cell, specifically designed for students from over 10 nations. The institution facilitates the issuance of official Admission Offer Letters and Bonafide Certificates required for the Student Visa (S-1) process. Upon arrival, the administrative team provides end-to-end support for mandatory registration with the Foreigners Regional Registration Office (FRRO) and helps students obtain the necessary AIU (Association of Indian Universities) equivalency certificates for their foreign qualifications.",
193,Embry-Riddle Aeronautical University,407,"Embry-Riddle Aeronautical University (ERAU) is the world's largest and most respected university specializing in aviation, aerospace, and engineering, offering degrees from associate to doctorate, with main campuses in Daytona Beach, Florida, and Prescott, Arizona, plus global locations like Asia (Singapore). It's known for industry-leading knowledge, hands-on training (like flight programs), and partnerships with major aerospace companies, producing graduates for aviation, aerospace, and related tech fields. ERAU is often called the ""Harvard of the sky"" for its deep focus on aeronautics and strong reputation.",embry-riddle-aeronautical-university,1,https://erau.edu,4,"1/ Undergraduate: Tuition & mandatory fees: $47,814 / year (12–16 credits)
2/ Online Bachelor’s Program: Tuition per credit hour: $542 per credit
2/ Master’s Program – On-Campus (Daytona Beach): Tuition: $24,870/year (6 credits)
3/Master’s Program – Worldwide / Online: Tuition per credit: USD 902/credit
4/ Doctoral Program Tuition: USD 17,916 per year (6 credits)",1,"Embry-Riddle Aeronautical University (ERAU) offers a vibrant campus life centered around aerospace, technology, and engineering, with strong academics supported by hands-on facilities (labs, simulators) and diverse student activities like NCAA sports, club sports (hang gliding, robotics), Greek life, and ROTC. Students experience a unique culture with aviation-focused events, numerous clubs (film, gaming, international), and a mix of social activities, all within a unique environment focused on future leaders in aviation and beyond, with mandatory first two years of on-campus housing in Daytona Beach.",33168,23:1,10,1,intladms@erau.edu,(386) 226-6243,,https://worldwide.erau.edu/admissions,,"1 Aerospace Boulevard, Daytona Beach, FL 32114-3900
3700 Willow Creek Road, Prescott, AZ 86301-3720"
192,Tacoma Community College,404,"Tacoma Community College (TCC) is a public, affordable college in Tacoma, Washington, established in 1965, known for its personalized learning, big college resources, and diverse, inclusive environment, offering university transfer degrees, professional-technical programs, and certificates in fields like Business, Healthcare, STEM, and Arts, focusing on student success and community partnership.",tacoma-community-college,1,https://www.tacomacc.edu,,"The Associate degree at Tacoma Community College costs approximately USD 10,600–11,300 per academic year, based on 36–45 credits per year (about 12–15 credits per quarter, costing USD 3,540–3,760 per quarter, tuition only).
The Bachelor of Applied Science (BAS) program costs approximately USD 12,000–14,000 per academic year for 36–45 credits per year for international students, depending on the number of credits taken each quarter.",1,"Tacoma Community College (TCC) offers a vibrant campus student life that goes beyond academics — with 40+ student clubs and organizations, events, support services like counseling and a food pantry, and many opportunities to get involved socially and culturally. Students can join clubs, participate in activities, and access services that help them grow both personally and professionally while studying. TCC’s campus life is designed to engage and support students in their educational journey in and out of the classroom.",5771,16:1,,0,international@tacomacc.edu,,,https://www.tacomacc.edu/costs-admission/admission-process/international/admissionprocessinternational,,"Tacoma Campus: 6501 South 19th Street, Tacoma, Washington 98466
Gig Harbor Campus: 3993 Hunt Street NW, Gig Harbor, WA 98335"
